"","Jdate","basin_id","term","estimate","std.error","statistic.x","p.value.x","r.squared","adj.r.squared","sigma","statistic.y","p.value.y","df","logLik","AIC","BIC","deviance","df.residual","nobs"
"133",67,"BallCreek","regression coefficient",0.0501209784999334,0.00305532001067459,16.4044939072903,2.85723145685598e-12,0.937305695625053,0.933822678715333,358.917088339124,NA,NA,NA,-138.224930320972,280.449860641945,282.338738600278,2318786.57343303,18,19
"134",67,"ShopeFork","regression coefficient",0.05971724255328,0.0035075758295231,17.0252178301158,2.90422944358185e-15,0.920599137858241,0.917423103372571,189.214582143276,NA,NA,NA,-172.697457475783,349.394914951567,351.91110802761,895053.952391361,25,26
"135",68,"BallCreek","regression coefficient",0.0495250907804196,0.00300283574687396,16.4927738162091,2.60901691661614e-12,0.937933514606573,0.93448537652916,352.751613337773,NA,NA,NA,-137.895712650968,279.791425301936,281.680303260269,2239806.61282323,18,19
"136",68,"ShopeFork","regression coefficient",0.0588793760281262,0.00344730429455727,17.0798313688429,2.6971795111784e-15,0.921066085138903,0.917908728544459,185.963261613665,NA,NA,NA,-172.246810128272,348.493620256544,351.009813332587,864558.366749814,25,26
"137",69,"BallCreek","regression coefficient",0.0489406652055527,0.00295617603331015,16.5553961110874,2.44676535055036e-12,0.938373289094746,0.934949582933343,347.270364736463,NA,NA,NA,-137.598162416441,279.196324832882,281.085202791215,2170740.71203553,18,19
"138",69,"ShopeFork","regression coefficient",0.0580529273591609,0.00338875686396873,17.1310394016207,2.51692800113679e-15,0.921500289230365,0.91836030079958,182.804947110204,NA,NA,NA,-171.801445354448,347.602890708896,350.119083784938,835441.217199111,25,26
"139",70,"BallCreek","regression coefficient",0.0483682244623352,0.00291535172001066,16.5908710535133,2.35959395558292e-12,0.938620391472501,0.935210413220973,342.474617118636,NA,NA,NA,-137.333946871536,278.667893743073,280.556771701406,2111199.54067001,18,19
"140",70,"ShopeFork","regression coefficient",0.0572385903319823,0.00333156278605773,17.1807028735944,2.35402209337838e-15,0.92191807955985,0.918794802742244,179.719638601144,NA,NA,NA,-171.358882498141,346.717764996281,349.233958072324,807478.712473145,25,26
"141",71,"BallCreek","regression coefficient",0.047807392806308,0.00288065523739929,16.5960133603039,2.34723167138392e-12,0.938656089772148,0.935248094759489,338.39872311376,NA,NA,NA,-137.10646576281,278.21293152562,280.101809483953,2061246.52449042,18,19
"142",71,"ShopeFork","regression coefficient",0.0564360868466928,0.00327574253526421,17.2284867443469,2.20758500868275e-15,0.922317005436309,0.919209685653762,176.708440570833,NA,NA,NA,-170.919562388018,345.839124776036,348.355317852079,780646.824224387,25,26
"143",72,"BallCreek","regression coefficient",0.0472581203478887,0.00285225165001796,16.5687064630469,2.41366763657995e-12,0.938466173769665,0.935047627867979,335.062073320719,NA,NA,NA,-136.918193883767,277.836387767534,279.725265725866,2020798.67360362,18,19
"144",72,"ShopeFork","regression coefficient",0.0556452760544337,0.00322126826680733,17.2743377593897,2.07593820893614e-15,0.922697007417081,0.919604887713764,173.769850945236,NA,NA,NA,-170.483557519377,344.967115038754,347.483308114797,754899.027438242,25,26
"145",73,"BallCreek","regression coefficient",0.0464962460201774,0.00277740614042634,16.7408883214466,2.02553405065937e-12,0.939649431957305,0.936296622621599,326.269759493026,NA,NA,NA,-136.412959452497,276.825918904995,278.714796863328,1916135.20727347,18,19
"146",73,"ShopeFork","regression coefficient",0.0545104716456432,0.00310242507416884,17.5702781993041,1.40056198055421e-15,0.925085704052376,0.922089132214471,167.358908993135,NA,NA,NA,-169.506189802583,343.012379605165,345.528572681208,700225.110484315,25,26
"147",74,"BallCreek","regression coefficient",0.0452407937708157,0.00272562025286203,16.5983481093196,2.341641364702e-12,0.938672287728889,0.935265192602716,320.186324724588,NA,NA,NA,-136.055352259869,276.110704519737,277.99958247807,1845347.08573151,18,19
"148",74,"ShopeFork","regression coefficient",0.0531740931650868,0.00303765318543333,17.504991491483,1.52684254197123e-15,0.92456809056621,0.921550814188859,163.864818927123,NA,NA,NA,-168.957619732624,341.915239465249,344.431432541292,671291.972050473,25,26
"149",75,"BallCreek","regression coefficient",0.0440350050362911,0.00267114202901968,16.4854599859866,2.62869199747144e-12,0.937881852107061,0.934430843890786,313.786613594144,NA,NA,NA,-135.671743955507,275.343487911013,277.232365869346,1772316.69967585,18,19
"150",75,"ShopeFork","regression coefficient",0.0518781895406564,0.00297248370318742,17.4528087353438,1.6362403688089e-15,0.924150608036871,0.921116632358346,160.349280860101,NA,NA,NA,-168.393748066526,340.787496133052,343.303689209095,642797.296808793,25,26
"151",76,"BallCreek","regression coefficient",0.0432072614469962,0.00253689923938467,17.031524459551,1.51210500983947e-12,0.941572256573823,0.938326270827924,298.016733182933,NA,NA,NA,-134.692036623262,273.384073246525,275.272951204858,1598651.51862649,18,19
"152",76,"ShopeFork","regression coefficient",0.0509526880653368,0.00283305831781558,17.9850473761598,8.1445599595881e-16,0.9282561510724,0.925386397115296,152.828041886094,NA,NA,NA,-167.14468047471,338.289360949421,340.805554025464,583910.25966844,25,26
"153",77,"BallCreek","regression coefficient",0.0425515851516046,0.00237087909287727,17.9475981206466,6.18987995734527e-13,0.947076922957182,0.944136752010359,278.513876728655,NA,NA,NA,-133.406083340018,270.812166680036,272.701044638369,1396259.63154764,18,19
"154",77,"ShopeFork","regression coefficient",0.0499146796090297,0.00272692902814904,18.3043559600487,5.4048726704078e-16,0.930565092654589,0.927787696360773,147.102945644868,NA,NA,NA,-166.15198154914,336.303963098281,338.820156174324,540981.915434922,25,26
"155",78,"BallCreek","regression coefficient",0.0416717708314898,0.00226542662159999,18.3946681098232,4.06248374530465e-13,0.949489821219534,0.946683700176175,266.126076492748,NA,NA,NA,-132.541626725947,269.083253451895,270.972131410228,1274815.59460963,18,19
"156",78,"ShopeFork","regression coefficient",0.048857595148076,0.00263369704784824,18.5509548974106,3.95445557642743e-16,0.932274637390553,0.929565622886175,142.073588888978,NA,NA,NA,-165.247506621761,334.495013243522,337.011206319565,504622.61649486,25,26
"157",79,"BallCreek","regression coefficient",0.040692912774048,0.00219105065389431,18.5723286231296,3.44529204451228e-13,0.95040384912443,0.947648507409121,257.388921079219,NA,NA,NA,-131.907370327944,267.814740655889,269.703618614222,1192483.02049784,18,19
"158",79,"ShopeFork","regression coefficient",0.0478230562399992,0.00254307894460625,18.8051795802209,2.87623581287505e-16,0.933973313114295,0.931332245638866,137.185236541688,NA,NA,NA,-164.337167299465,332.67433459893,335.190527674973,470494.728124972,25,26
"159",80,"BallCreek","regression coefficient",0.0397373401626453,0.00211901710611178,18.7527226882845,2.91871120756914e-13,0.951307213080276,0.948602058251402,248.92693636321,NA,NA,NA,-131.272222606595,266.544445213191,268.433323171524,1115363.15364913,18,19
"160",80,"ShopeFork","regression coefficient",0.0468111910314846,0.00245510857142923,19.0668516970041,2.08068336455476e-16,0.935657360912306,0.933083655348799,132.439714788009,NA,NA,NA,-163.421849130443,330.843698260885,333.359891336928,438506.951328232,25,26
"161",81,"BallCreek","regression coefficient",0.0388044961568734,0.00204925162392217,18.9359352965174,2.4698561062737e-13,0.952200077163617,0.94954452589493,240.731387731125,NA,NA,NA,-130.636146553893,265.272293107785,267.161171066118,1043128.81870116,18,19
"162",81,"ShopeFork","regression coefficient",0.0458213603115488,0.00236973398955768,19.3360775991998,1.49720910430798e-16,0.937325120936453,0.934818125773911,127.834221815196,NA,NA,NA,-162.501623935495,329.003247870991,331.519440947034,408539.706677415,25,26
"163",82,"BallCreek","regression coefficient",0.037893884191724,0.00198167845688957,19.1221154269407,2.08750872356352e-13,0.95308288436258,0.950476377938279,232.793376564877,NA,NA,NA,-129.999067549965,263.99813509993,265.887013058263,975469.611104577,18,19
"164",82,"ShopeFork","regression coefficient",0.0448535127807102,0.0022867972065472,19.6141191060985,1.07029770012107e-16,0.938981776948693,0.936541048026641,123.36023479272,NA,NA,NA,-161.575361733616,327.150723467232,329.666916543275,380443.688202874,25,26
"165",83,"BallCreek","regression coefficient",0.0372210588517981,0.00186501055320784,19.9575593756172,9.99199470233229e-14,0.956762384266835,0.954360294503882,219.088067744269,NA,NA,NA,-128.846195440024,261.692390880048,263.581268838381,863992.465702516,18,19
"166",83,"ShopeFork","regression coefficient",0.0440797794998686,0.00216838097839846,20.3284293392138,4.6047102586219e-17,0.942954288691411,0.940672460239067,116.972325245746,NA,NA,NA,-160.192904224223,324.385808448446,326.902001524489,342063.121834913,25,26
"167",84,"BallCreek","regression coefficient",0.0365636742438048,0.00175184876852574,20.8714786919506,4.60689959064782e-14,0.960319089438287,0.95811459440708,205.794632645014,NA,NA,NA,-127.656889638558,259.313779277117,261.202657235449,762325.754858934,18,19
"168",84,"ShopeFork","regression coefficient",0.0433215757248753,0.00205283726801011,21.1032683398565,1.89932411582074e-17,0.946847858447629,0.944721772785534,110.739372362332,NA,NA,NA,-158.769198128782,321.538396257564,324.054589333607,306580.214780083,25,26
"169",85,"BallCreek","regression coefficient",0.0359213476684617,0.00164212320741218,21.8749406294976,2.03965517119693e-14,0.963747174794113,0.961733128949342,192.904860453014,NA,NA,NA,-126.427938739356,256.855877478712,258.744755437045,669821.133355145,18,19
"170",85,"ShopeFork","regression coefficient",0.0425805539249236,0.00194038692586065,21.944362414232,7.50247056962378e-18,0.950647021668592,0.948672902535336,104.673289821055,NA,NA,NA,-157.304475910693,318.608951821387,321.12514489743,273912.440049062,25,26
"171",86,"BallCreek","regression coefficient",0.0352937061057408,0.00153577008586612,22.9811131435318,8.64156450377369e-15,0.967040908683922,0.965209848055251,180.411258281155,NA,NA,NA,-125.155734775911,254.311469551823,256.200347510155,585867.998062614,18,19
"172",86,"ShopeFork","regression coefficient",0.0418563576832998,0.00183098185398071,22.8600614431544,2.8290507175673e-18,0.954344771525407,0.952518562386423,98.7714829988392,NA,NA,NA,-155.795564758708,315.591129517417,318.10732259346,243895.14634475,25,26
"173",87,"BallCreek","regression coefficient",0.0346803866953385,0.00143273243677818,24.2057664118536,3.48999045466505e-15,0.970194684722153,0.968538833873383,168.307134041879,NA,NA,NA,-123.836212822462,251.672425644925,253.561303603258,509891.244649039,18,19
"174",87,"ShopeFork","regression coefficient",0.0411480292612716,0.00172440576747091,23.8621501026531,1.01274529133286e-18,0.957940936820808,0.95625857429364,93.0222845052005,NA,NA,NA,-154.236348744735,312.47269748947,314.988890565513,216328.635364162,25,26
